2026-04-17 11:29:02,722 - ALERT - IP: 192.168.1.16 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:32:45,208 - ALERT - IP: 192.168.1.113 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:32:46,241 - ALERT - IP: 192.168.1.211 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:32:47,280 - ALERT - IP: 192.168.1.252 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:32:48,320 - ALERT - IP: 192.168.1.67 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:32:49,361 - ALERT - IP: 192.168.1.29 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:32:50,401 - ALERT - IP: 192.168.1.235 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:32:51,441 - ALERT - IP: 192.168.1.208 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:32:52,477 - ALERT - IP: 192.168.1.184 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:32:53,512 - ALERT - IP: 192.168.1.138 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:32:54,550 - ALERT - IP: 192.168.1.128 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:32:55,584 - ALERT - IP: 192.168.1.254 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:32:56,620 - ALERT - IP: 192.168.1.107 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:32:57,661 - ALERT - IP: 192.168.1.141 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:32:58,702 - ALERT - IP: 192.168.1.89 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:32:59,739 - ALERT - IP: 192.168.1.238 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:00,775 - ALERT - IP: 192.168.1.232 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:33:01,842 - ALERT - IP: 192.168.1.32 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:02,880 - ALERT - IP: 192.168.1.226 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:03,926 - ALERT - IP: 192.168.1.190 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:33:04,967 - ALERT - IP: 192.168.1.46 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:33:06,029 - ALERT - IP: 192.168.1.197 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:33:07,100 - ALERT - IP: 192.168.1.79 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:08,148 - ALERT - IP: 192.168.1.114 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:33:09,188 - ALERT - IP: 192.168.1.224 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:33:10,229 - ALERT - IP: 192.168.1.120 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:33:11,269 - ALERT - IP: 192.168.1.93 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:12,305 - ALERT - IP: 192.168.1.203 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:33:13,346 - ALERT - IP: 192.168.1.73 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:33:14,379 - ALERT - IP: 192.168.1.238 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:33:15,415 - ALERT - IP: 192.168.1.240 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:33:16,457 - ALERT - IP: 192.168.1.212 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:33:17,492 - ALERT - IP: 192.168.1.235 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:18,530 - ALERT - IP: 192.168.1.222 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:33:19,569 - ALERT - IP: 192.168.1.125 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:20,609 - ALERT - IP: 192.168.1.30 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:21,651 - ALERT - IP: 192.168.1.103 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:33:22,689 - ALERT - IP: 192.168.1.7 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:33:23,729 - ALERT - IP: 192.168.1.195 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:24,772 - ALERT - IP: 192.168.1.156 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:33:25,814 - ALERT - IP: 192.168.1.208 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:33:26,859 - ALERT - IP: 192.168.1.60 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:33:27,933 - ALERT - IP: 192.168.1.195 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:33:28,985 - ALERT - IP: 192.168.1.175 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:30,029 - ALERT - IP: 192.168.1.27 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:33:31,068 - ALERT - IP: 192.168.1.163 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:33:32,112 - ALERT - IP: 192.168.1.21 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:33:33,158 - ALERT - IP: 192.168.1.59 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:34,198 - ALERT - IP: 192.168.1.197 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:35,242 - ALERT - IP: 192.168.1.173 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:36,280 - ALERT - IP: 192.168.1.222 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:33:37,322 - ALERT - IP: 192.168.1.185 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:38,365 - ALERT - IP: 192.168.1.215 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:33:39,407 - ALERT - IP: 192.168.1.28 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:40,446 - ALERT - IP: 192.168.1.147 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:33:41,486 - ALERT - IP: 192.168.1.172 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:42,541 - ALERT - IP: 192.168.1.91 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:33:43,579 - ALERT - IP: 192.168.1.29 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:33:44,631 - ALERT - IP: 192.168.1.27 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:45,669 - ALERT - IP: 192.168.1.249 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:33:46,711 - ALERT - IP: 192.168.1.36 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:33:47,752 - ALERT - IP: 192.168.1.107 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:48,794 - ALERT - IP: 192.168.1.115 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:33:49,840 - ALERT - IP: 192.168.1.81 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:50,881 - ALERT - IP: 192.168.1.182 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:33:51,925 - ALERT - IP: 192.168.1.83 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:33:52,968 - ALERT - IP: 192.168.1.22 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:33:54,010 - ALERT - IP: 192.168.1.142 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:33:55,051 - ALERT - IP: 192.168.1.191 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:56,089 - ALERT - IP: 192.168.1.5 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:57,127 - ALERT - IP: 192.168.1.56 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:33:58,170 - ALERT - IP: 192.168.1.82 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:33:59,205 - ALERT - IP: 192.168.1.41 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:34:00,249 - ALERT - IP: 192.168.1.81 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:01,287 - ALERT - IP: 192.168.1.224 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:02,329 - ALERT - IP: 192.168.1.43 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:03,366 - ALERT - IP: 192.168.1.214 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:04,411 - ALERT - IP: 192.168.1.133 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:05,456 - ALERT - IP: 192.168.1.239 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:06,504 - ALERT - IP: 192.168.1.40 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:34:07,545 - ALERT - IP: 192.168.1.83 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:34:08,588 - ALERT - IP: 192.168.1.63 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:34:09,631 - ALERT - IP: 192.168.1.222 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:10,670 - ALERT - IP: 192.168.1.194 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:11,714 - ALERT - IP: 192.168.1.7 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:12,755 - ALERT - IP: 192.168.1.230 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:13,792 - ALERT - IP: 192.168.1.55 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:34:14,830 - ALERT - IP: 192.168.1.76 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:15,866 - ALERT - IP: 192.168.1.23 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:34:16,909 - ALERT - IP: 192.168.1.77 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:17,948 - ALERT - IP: 192.168.1.30 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:18,989 - ALERT - IP: 192.168.1.205 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:20,025 - ALERT - IP: 192.168.1.192 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:34:21,078 - ALERT - IP: 192.168.1.114 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:22,122 - ALERT - IP: 192.168.1.167 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:34:23,178 - ALERT - IP: 192.168.1.237 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:24,214 - ALERT - IP: 192.168.1.72 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:25,255 - ALERT - IP: 192.168.1.173 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:34:26,292 - ALERT - IP: 192.168.1.28 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:27,332 - ALERT - IP: 192.168.1.115 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:34:28,370 - ALERT - IP: 192.168.1.129 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:29,404 - ALERT - IP: 192.168.1.30 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:30,441 - ALERT - IP: 192.168.1.245 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:31,475 - ALERT - IP: 192.168.1.93 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:32,514 - ALERT - IP: 192.168.1.42 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:34:33,550 - ALERT - IP: 192.168.1.81 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:34,585 - ALERT - IP: 192.168.1.10 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:35,619 - ALERT - IP: 192.168.1.11 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:36,657 - ALERT - IP: 192.168.1.59 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:34:37,699 - ALERT - IP: 192.168.1.51 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:38,735 - ALERT - IP: 192.168.1.93 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:39,770 - ALERT - IP: 192.168.1.148 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:40,805 - ALERT - IP: 192.168.1.189 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:34:41,843 - ALERT - IP: 192.168.1.191 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:34:42,879 - ALERT - IP: 192.168.1.208 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:34:43,914 - ALERT - IP: 192.168.1.242 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:34:44,948 - ALERT - IP: 192.168.1.92 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:45,984 - ALERT - IP: 192.168.1.77 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:47,022 - ALERT - IP: 192.168.1.112 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:48,057 - ALERT - IP: 192.168.1.145 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:34:49,091 - ALERT - IP: 192.168.1.58 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:50,128 - ALERT - IP: 192.168.1.165 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:51,163 - ALERT - IP: 192.168.1.129 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:34:52,199 - ALERT - IP: 192.168.1.4 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:34:53,233 - ALERT - IP: 192.168.1.209 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:54,270 - ALERT - IP: 192.168.1.204 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:34:55,309 - ALERT - IP: 192.168.1.121 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:34:56,346 - ALERT - IP: 192.168.1.93 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:34:57,388 - ALERT - IP: 192.168.1.201 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:34:58,425 - ALERT - IP: 192.168.1.17 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:34:59,468 - ALERT - IP: 192.168.1.166 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:00,505 - ALERT - IP: 192.168.1.135 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:01,558 - ALERT - IP: 192.168.1.111 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:02,596 - ALERT - IP: 192.168.1.79 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:35:03,635 - ALERT - IP: 192.168.1.212 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:04,671 - ALERT - IP: 192.168.1.202 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:05,707 - ALERT - IP: 192.168.1.190 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:06,750 - ALERT - IP: 192.168.1.223 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:35:07,787 - ALERT - IP: 192.168.1.103 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:08,824 - ALERT - IP: 192.168.1.142 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:09,859 - ALERT - IP: 192.168.1.162 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:10,894 - ALERT - IP: 192.168.1.65 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:35:11,928 - ALERT - IP: 192.168.1.98 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:35:12,964 - ALERT - IP: 192.168.1.156 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:13,999 - ALERT - IP: 192.168.1.224 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:35:15,035 - ALERT - IP: 192.168.1.236 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:35:16,070 - ALERT - IP: 192.168.1.250 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:17,106 - ALERT - IP: 192.168.1.119 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:35:18,140 - ALERT - IP: 192.168.1.196 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:35:19,175 - ALERT - IP: 192.168.1.49 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:35:20,212 - ALERT - IP: 192.168.1.59 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:35:21,248 - ALERT - IP: 192.168.1.155 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:22,284 - ALERT - IP: 192.168.1.189 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:35:23,319 - ALERT - IP: 192.168.1.143 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:35:24,355 - ALERT - IP: 192.168.1.3 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:35:25,391 - ALERT - IP: 192.168.1.230 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:35:26,428 - ALERT - IP: 192.168.1.102 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:35:27,463 - ALERT - IP: 192.168.1.239 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:28,501 - ALERT - IP: 192.168.1.106 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:35:29,537 - ALERT - IP: 192.168.1.213 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:35:30,574 - ALERT - IP: 192.168.1.238 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:31,609 - ALERT - IP: 192.168.1.225 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:35:32,645 - ALERT - IP: 192.168.1.84 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:35:33,684 - ALERT - IP: 192.168.1.226 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:35:34,721 - ALERT - IP: 192.168.1.35 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:35:35,773 - ALERT - IP: 192.168.1.249 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:35:36,820 - ALERT - IP: 192.168.1.186 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:35:37,867 - ALERT - IP: 192.168.1.113 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:35:38,917 - ALERT - IP: 192.168.1.16 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:35:39,964 - ALERT - IP: 192.168.1.144 | Attack: Port Scan | MITRE: Reconnaissance(T1046) | Action: Close port
2026-04-17 11:35:41,012 - ALERT - IP: 192.168.1.135 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:42,047 - ALERT - IP: 192.168.1.28 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:35:43,084 - ALERT - IP: 192.168.1.185 | Attack: DoS | MITRE: Impact(T1499) | Action: Drop traffic
2026-04-17 11:35:44,120 - ALERT - IP: 192.168.1.124 | Attack: Normal | MITRE: None(None) | Action: Allow
2026-04-17 11:35:45,157 - ALERT - IP: 192.168.1.137 | Attack: Brute Force | MITRE: Credential Access(T1110) | Action: Block IP
2026-04-17 11:35:46,190 - ALERT - IP: 192.168.1.206 | Attack: Normal | MITRE: None(None) | Action: Allow
